onbook_date,price,cont_vol_ask,cont_vol_bid,close_vol_ask,close_vol_bid,cum_ask,cum_bid,total,,difference,
04/06/2019,18.96,,,1800,,,,,,,
04/06/2019,18.965,1000,,6577,,,,,,,
04/06/2019,18.98,,,281,,,,,,,
04/06/2019,18.985,10000,,8169,,,,,,,
04/06/2019,18.99,,,31744,,,,,,,
04/06/2019,18.995,,,282,,,,,,,
04/06/2019,19,3347,,3347,119751,,,,,,
04/06/2019,19.01,,,7091,6762,,,,,,
04/06/2019,19.015,,,6061,,,,,,,
04/06/2019,19.02,,,7934,,,,,,,
04/06/2019,19.025,1250,,33277,,,,,,,
04/06/2019,19.04,,,8453,,,,,,,
04/06/2019,19.055,,,285,,,,,,,
04/06/2019,19.06,,,31744,,,,,,,
04/06/2019,19.065,,,6808,,,,,,,
04/06/2019,19.07,,,286,,,,,,,
04/06/2019,19.075,3111,,179750,,,,,,,
04/06/2019,19.085,,,285,,,,,,,
04/06/2019,19.09,,,,5577,,,,,,
04/06/2019,19.095,,,8169,,,,,,,
04/06/2019,19.1,2835,,39401,20655,,,,,,
04/06/2019,19.11,1597,,,,,,,,,
04/06/2019,19.115,,,287,,,,,,,
04/06/2019,19.12,1613,,,3300,,,,,,
04/06/2019,19.125,1000,,9170,,,,,,,
04/06/2019,19.13,,,,8000,,,,,,
04/06/2019,19.14,,,36278,,,,,,,
04/06/2019,19.15,1000,,7808,,,,,,,
04/06/2019,19.175,1000,,1000,,,,,,,
04/06/2019,19.18,,,44448,,,,,,,
04/06/2019,19.2,2270,,2270,19836,,,,,,
04/06/2019,19.21,,,8169,,,,,,,
04/06/2019,19.22,1500,,1500,,,,,,,
04/06/2019,19.225,1000,,41814,,,,,,,
04/06/2019,19.235,,,6808,,,,,,,
04/06/2019,19.25,1000,,1000,,,,,,,
04/06/2019,19.26,1500,,1500,,,,,,,
04/06/2019,19.265,,,8169,4881,,,,,,
04/06/2019,19.27,850,,850,1234,,,,,,
04/06/2019,19.275,1000,,46348,,,,,,,
04/06/2019,19.29,,,6808,241157,,,,,,
04/06/2019,19.295,,,,1242,,,,,,
04/06/2019,19.3,1000,,1000,,,,,,,
04/06/2019,19.315,,,,16381,,,,,,
04/06/2019,19.32,10000,,10000,,,,,,,
04/06/2019,19.325,1000,,1000,,,,,,,
04/06/2019,19.345,,,,24876,,,,,,
04/06/2019,19.35,2150,,2150,,,,,,,
04/06/2019,19.38,1000,,1000,,,,,,,
04/06/2019,19.39,500,,500,,,,,,,
04/06/2019,19.4,300,,300,,,,,,,
04/06/2019,19.41,1000,,1000,,,,,,,
04/06/2019,19.44,1000,,1000,,,,,,,
04/06/2019,19.46,,,4112,,,,,,,
04/06/2019,19.465,1000,,1000,,,,,,,
04/06/2019,19.49,1000,,1000,,,,,,,
04/06/2019,19.5,12076,,12076,,,,,,,
04/06/2019,19.52,1000,,1000,,,,,,,
04/06/2019,19.55,1000,,1000,,,,,,,
04/06/2019,19.56,500,,500,,,,,,,
04/06/2019,19.58,1000,,1000,,,,,,,
04/06/2019,19.6,1500,,1500,,,,,,,
04/06/2019,19.61,1000,,1000,,,,,,,
04/06/2019,19.62,1000,,1000,,,,,,,
04/06/2019,19.64,1000,,1000,,,,,,,
04/06/2019,19.665,,,,165462,,,,,,
04/06/2019,19.67,1000,,1000,,,,,,,
04/06/2019,19.7,1000,,1000,,,,,,,
04/06/2019,19.73,1000,,1000,,,,,,,
04/06/2019,19.74,1000,,1000,,,,,,,
04/06/2019,19.76,1000,,1000,,,,,,,
04/06/2019,19.78,2708,,2708,,,,,,,
04/06/2019,19.79,1000,,1000,,,,,,,
04/06/2019,19.8,700,,700,,,,,,,
04/06/2019,19.82,2100,,2100,,,,,,,
04/06/2019,19.85,6000,,6000,,,,,,,
04/06/2019,19.87,4000,,4000,,,,,,,
04/06/2019,19.88,3000,,3000,,,,,,,
04/06/2019,19.9,1500,,1500,,,,,,,
04/06/2019,19.91,1000,,1000,,,,,,,
04/06/2019,19.92,90,,90,,,,,,,
04/06/2019,19.94,1000,,1000,,,,,,,
04/06/2019,19.95,370,,370,,,,,,,
04/06/2019,19.96,25,,25,,,,,,,
04/06/2019,19.97,1000,,1000,,,,,,,
04/06/2019,20,64769,,64969,,,,,,,
04/06/2019,20.03,1000,,1000,,,,,,,
04/06/2019,20.06,1000,,1000,,,,,,,
04/06/2019,20.08,1000,,1000,,,,,,,
04/06/2019,20.1,8780,,8780,,,,,,,
04/06/2019,20.12,1000,,1000,,,,,,,
04/06/2019,20.14,2500,,2500,,,,,,,
04/06/2019,20.15,1880,,1880,,,,,,,
04/06/2019,20.16,1000,,1000,,,,,,,
04/06/2019,20.18,1000,,1000,,,,,,,
04/06/2019,20.2,1900,,1900,,,,,,,
04/06/2019,20.22,1000,,1000,,,,,,,
04/06/2019,20.24,1500,,1500,,,,,,,
04/06/2019,20.25,9775,,9775,,,,,,,
04/06/2019,20.26,1000,,1000,,,,,,,
04/06/2019,20.28,1000,,1000,,,,,,,
04/06/2019,20.3,5180,,5220,,,,,,,
04/06/2019,20.32,1260,,1260,,,,,,,
04/06/2019,20.34,1245,,1245,,,,,,,
04/06/2019,20.36,1000,,1000,,,,,,,
04/06/2019,20.38,1000,,1000,,,,,,,
04/06/2019,20.4,10030,,10030,492,,,,,,
04/06/2019,20.42,1000,,1000,,,,,,,
04/06/2019,20.44,1000,,1000,,,,,,,
04/06/2019,20.46,1000,,1000,,,,,,,
04/06/2019,20.47,150,,150,,,,,,,
04/06/2019,20.5,28278,,28278,,,,,,,
04/06/2019,20.6,1136,,1136,,,,,,,
04/06/2019,20.65,1710,,1710,,,,,,,
04/06/2019,20.67,300,,300,,,,,,,
04/06/2019,20.7,245,,245,,,,,,,
04/06/2019,20.78,445,,445,,,,,,,
04/06/2019,20.79,1000,,1000,,,,,,,
04/06/2019,20.8,480,,480,,,,,,,
04/06/2019,20.85,1000,,1000,,,,,,,
04/06/2019,20.88,1500,,1500,,,,,,,
04/06/2019,20.9,625,,625,,,,,,,
04/06/2019,20.95,550,,550,,,,,,,
04/06/2019,20.98,1843,,1843,,,,,,,
04/06/2019,21,64386,,64386,,,,,,,
04/06/2019,21.01,1610,,1610,,,,,,,
04/06/2019,21.05,95,,95,,,,,,,
04/06/2019,21.08,500,,500,,,,,,,
04/06/2019,21.1,1972,,1972,,,,,,,
04/06/2019,21.12,1000,,1000,,,,,,,
04/06/2019,21.15,80,,80,,,,,,,
04/06/2019,21.2,7282,,7332,,,,,,,
04/06/2019,21.25,1000,,1000,,,,,,,
04/06/2019,21.29,300,,300,,,,,,,
04/06/2019,21.3,1180,,1180,,,,,,,
04/06/2019,21.31,,,140,,,,,,,
04/06/2019,21.34,1560,,1560,,,,,,,
04/06/2019,21.35,1000,,1000,,,,,,,
04/06/2019,21.36,23,,23,,,,,,,
04/06/2019,21.4,2395,,2685,,,,,,,
04/06/2019,21.41,390,,390,,,,,,,
04/06/2019,21.42,932,,932,,,,,,,
04/06/2019,21.5,36835,,37180,,,,,,,
04/06/2019,21.53,46,,46,,,,,,,
04/06/2019,21.6,2647,,2647,,,,,,,
04/06/2019,21.64,1242,,1242,,,,,,,
04/06/2019,21.65,1710,,2000,,,,,,,
04/06/2019,21.7,4100,,4100,,,,,,,
04/06/2019,21.72,2302,,2302,,,,,,,
04/06/2019,21.73,220,,220,,,,,,,
04/06/2019,21.74,15000,,15000,,,,,,,
04/06/2019,21.75,5100,,5100,,,,,,,
04/06/2019,21.76,2000,,2000,,,,,,,
04/06/2019,21.78,300,,300,,,,,,,
04/06/2019,21.8,7355,,7355,,,,,,,
04/06/2019,21.85,2000,,2000,,,,,,,
04/06/2019,21.87,1913,,1913,,,,,,,
04/06/2019,21.9,3880,,3880,,,,,,,
04/06/2019,21.92,100,,100,,,,,,,
04/06/2019,21.94,1246,,1246,,,,,,,
04/06/2019,21.98,8500,,8500,,,,,,,
04/06/2019,21.99,180,,180,,,,,,,
04/06/2019,22,163627,,165743,,,,,,,
04/06/2019,22.05,7500,,7500,,,,,,,
04/06/2019,22.1,2164,,2164,,,,,,,
04/06/2019,22.15,4137,,4137,,,,,,,
04/06/2019,22.2,7136,,7500,,,,,,,
04/06/2019,22.22,445,,445,,,,,,,
04/06/2019,22.3,2990,,2990,,,,,,,
04/06/2019,22.33,894,,894,,,,,,,
04/06/2019,22.35,530,,530,,,,,,,
04/06/2019,22.4,3050,,3050,,,,,,,
04/06/2019,22.5,34833,,35123,,,,,,,
04/06/2019,22.55,500,,500,,,,,,,
04/06/2019,22.56,885,,885,,,,,,,
04/06/2019,22.6,2000,,2000,,,,,,,
04/06/2019,22.7,32150,,32150,,,,,,,
04/06/2019,22.72,220,,220,,,,,,,
04/06/2019,22.75,15100,,15100,,,,,,,
04/06/2019,22.8,4290,,4290,,,,,,,
04/06/2019,22.87,200,,200,,,,,,,
04/06/2019,22.9,10100,,10100,,,,,,,
04/06/2019,22.95,4000,,4000,,,,,,,
04/06/2019,22.96,1221,,1221,,,,,,,
04/06/2019,22.98,450,,450,,,,,,,
04/06/2019,22.99,450,,450,,,,,,,
04/06/2019,23,62751,,62751,,,,,,,
04/06/2019,23.1,750,,750,,,,,,,
04/06/2019,23.15,25,,25,,,,,,,
04/06/2019,23.17,1500,,1500,,,,,,,
04/06/2019,23.2,500,,500,,,,,,,
04/06/2019,23.25,380,,380,,,,,,,
04/06/2019,23.29,508,,508,,,,,,,
04/06/2019,23.3,370,,370,,,,,,,
04/06/2019,23.34,500,,500,,,,,,,
04/06/2019,23.4,335,,335,,,,,,,
04/06/2019,23.45,2726,,2726,,,,,,,
04/06/2019,23.48,1890,,1890,,,,,,,
04/06/2019,23.5,22588,,22588,,,,,,,
04/06/2019,23.54,248,,248,,,,,,,
04/06/2019,23.55,11350,,11350,,,,,,,
04/06/2019,23.6,630,,630,,,,,,,
04/06/2019,23.62,1000,,1000,,,,,,,
04/06/2019,23.7,2000,,2000,,,,,,,
04/06/2019,23.75,1092,,1092,,,,,,,
04/06/2019,23.78,200,,200,,,,,,,
04/06/2019,23.8,6733,,6733,,,,,,,
04/06/2019,23.85,2000,,2000,,,,,,,
04/06/2019,23.9,4800,,4800,,,,,,,
04/06/2019,23.95,3596,,3596,,,,,,,
04/06/2019,23.99,3900,,3900,,,,,,,
04/06/2019,24,52785,,54235,,,,,,,
04/06/2019,24.07,700,,700,,,,,,,
04/06/2019,24.1,2000,,2000,,,,,,,
04/06/2019,24.15,580,,580,,,,,,,
04/06/2019,24.2,3840,,3840,,,,,,,
04/06/2019,24.3,2080,,2080,,,,,,,
04/06/2019,24.4,3960,,3960,,,,,,,
04/06/2019,24.42,500,,500,,,,,,,
04/06/2019,24.45,500,,500,,,,,,,
04/06/2019,24.48,200,,200,,,,,,,
04/06/2019,24.49,1770,,1770,,,,,,,
04/06/2019,24.5,12940,,12940,,,,,,,
04/06/2019,24.51,800,,800,,,,,,,
04/06/2019,24.54,200,,200,,,,,,,
04/06/2019,24.56,1500,,1500,,,,,,,
04/06/2019,24.6,2050,,2050,,,,,,,
04/06/2019,24.75,2680,,2680,,,,,,,
04/06/2019,24.78,4050,,4050,,,,,,,
04/06/2019,24.8,2514,,2514,,,,,,,
04/06/2019,24.85,1000,,1000,,,,,,,
04/06/2019,24.9,3932,,4131,,,,,,,
04/06/2019,24.95,229,,229,,,,,,,
04/06/2019,25,103109,,105016,,,,,,,
04/06/2019,25.02,1100,,1100,,,,,,,
04/06/2019,25.03,220,,220,,,,,,,
04/06/2019,25.1,600,,600,,,,,,,
04/06/2019,25.2,6020,,6020,,,,,,,
04/06/2019,25.25,1420,,2000,,,,,,,
04/06/2019,25.3,17700,,17700,,,,,,,
04/06/2019,25.35,440,,440,,,,,,,
04/06/2019,25.4,180,,180,,,,,,,
04/06/2019,25.5,14420,,14420,,,,,,,
04/06/2019,25.54,100,,100,,,,,,,
04/06/2019,25.6,2100,,2100,,,,,,,
04/06/2019,25.65,2000,,2000,,,,,,,
04/06/2019,25.7,785,,785,,,,,,,
04/06/2019,25.77,470,,470,,,,,,,
04/06/2019,25.85,2000,,2000,,,,,,,
04/06/2019,25.9,296780,,296780,,,,,,,
04/06/2019,25.96,293,,293,,,,,,,
04/06/2019,26,48948,,48948,,,,,,,
04/06/2019,26.2,2525,,2525,,,,,,,
04/06/2019,26.4,1000,,1000,,,,,,,
04/06/2019,26.5,4221,,4221,,,,,,,
04/06/2019,26.7,10920,,11500,,,,,,,
04/06/2019,26.77,13600,,13600,,,,,,,
04/06/2019,26.8,1000,,1000,,,,,,,
04/06/2019,26.85,450,,450,,,,,,,
04/06/2019,26.89,1600,,1600,,,,,,,
04/06/2019,26.9,34050,,34050,,,,,,,
04/06/2019,26.94,22,,22,,,,,,,
04/06/2019,26.95,1440,,1440,,,,,,,
04/06/2019,26.99,500,,500,,,,,,,
04/06/2019,27,22098,,22098,,,,,,,
04/06/2019,27.04,720,,720,,,,,,,
04/06/2019,27.1,4700,,4700,,,,,,,
04/06/2019,27.15,3965,,3965,,,,,,,
04/06/2019,27.17,1500,,1500,,,,,,,
04/06/2019,27.24,3600,,3600,,,,,,,
04/06/2019,27.5,18683,,18683,,,,,,,
04/06/2019,27.55,500,,500,,,,,,,
04/06/2019,27.8,1105,,1105,,,,,,,
04/06/2019,27.88,2550,,2550,,,,,,,
04/06/2019,27.9,2591,,2591,,,,,,,
04/06/2019,27.95,2746,,2746,,,,,,,
04/06/2019,28,9786,,9786,,,,,,,
04/06/2019,28.1,2000,,2000,,,,,,,
04/06/2019,28.15,1000,,1000,,,,,,,
04/06/2019,28.4,250,,250,,,,,,,
04/06/2019,28.45,1000,,1000,,,,,,,
04/06/2019,28.5,9955,,9955,,,,,,,
04/06/2019,28.6,1000,,1000,,,,,,,
04/06/2019,28.75,1000,,1000,,,,,,,
04/06/2019,28.95,4400,,4400,,,,,,,
04/06/2019,29,473,,473,,,,,,,
04/06/2019,29.2,1500,,1500,,,,,,,
04/06/2019,29.35,4000,,4000,,,,,,,
04/06/2019,29.4,1500,,1500,,,,,,,
04/06/2019,29.5,310,,310,,,,,,,
04/06/2019,29.6,1500,,1500,,,,,,,
04/06/2019,29.8,1500,,1500,,,,,,,
04/06/2019,29.9,680,,680,,,,,,,
04/06/2019,29.95,2340,,2340,,,,,,,
04/06/2019,30,15255,,15255,,,,,,,
04/06/2019,30.1,350,,350,,,,,,,
04/06/2019,31,1910,,1910,,,,,,,
04/06/2019,31.17,200,,200,,,,,,,
04/06/2019,31.5,150,,150,,,,,,,
04/06/2019,31.9,20,,20,,,,,,,
04/06/2019,32,200,,200,,,,,,,
04/06/2019,32.2,300,,300,,,,,,,
04/06/2019,33,2075,,2075,,,,,,,
04/06/2019,35,560,,560,,,,,,,
04/06/2019,35.5,1500,,1500,,,,,,,
04/06/2019,36,666,,666,,,,,,,
04/06/2019,39.5,500,,500,,,,,,,
04/06/2019,39.99,242,,242,,,,,,,
04/06/2019,42.7,15,,15,,,,,,,
04/06/2019,60,1,,1,,,,,,,
04/06/2019,65,1680,,1680,,,,,,,
04/06/2019,74,25,,25,,,,,,,
04/06/2019,88,8,,8,,,,,,,
04/06/2019,126.5,175,,175,,,,,,,
05/06/2019,0,73087,6066,537699,749212,,,,,,
05/06/2019,8.33,,60,,60,,,,,,
05/06/2019,10,,150,,150,,,,,,
05/06/2019,12.5,,40,,40,,,,,,
05/06/2019,12.55,,3000,,3000,,,,,,
05/06/2019,13,,4000,,4000,,,,,,
05/06/2019,13.2,,1000,,1000,,,,,,
05/06/2019,13.4,,650,,650,,,,,,
05/06/2019,13.5,,2400,,2400,,,,,,
05/06/2019,14,,1400,,1400,,,,,,
05/06/2019,14.5,,7700,,7700,,,,,,
05/06/2019,14.55,,3000,,3000,,,,,,
05/06/2019,14.7,,700,,700,,,,,,
05/06/2019,14.8,,2650,,2650,,,,,,
05/06/2019,14.9,,500,,500,,,,,,
05/06/2019,15,,2971,,2971,,,,,,
05/06/2019,15.1,,11000,,11000,,,,,,
05/06/2019,15.25,,220,,220,,,,,,
05/06/2019,15.33,,250,,250,,,,,,
05/06/2019,15.5,,650,,650,,,,,,
05/06/2019,15.51,,1000,,1000,,,,,,
05/06/2019,15.85,,5000,,5000,,,,,,
05/06/2019,15.93,,18,,18,,,,,,
05/06/2019,16,,40394,,40694,,,,,,
05/06/2019,16.01,,1000,,1000,,,,,,
05/06/2019,16.05,,2000,,2000,,,,,,
05/06/2019,16.06,,500,,500,,,,,,
05/06/2019,16.1,,1000,,1000,,,,,,
05/06/2019,16.18,,130,,130,,,,,,
05/06/2019,16.2,,1750,,1750,,,,,,
05/06/2019,16.3,,350,,350,,,,,,
05/06/2019,16.32,,1600,,1600,,,,,,
05/06/2019,16.4,,1150,,1150,,,,,,
05/06/2019,16.48,,1210,,1210,,,,,,
05/06/2019,16.5,,7600,,7600,,,,,,
05/06/2019,16.61,,,,80,,,,,,
05/06/2019,16.8,,31,,31,,,,,,
05/06/2019,16.85,,5000,,5000,,,,,,
05/06/2019,16.87,,,194,,,,,,,
05/06/2019,16.88,,,8682,,,,,,,
05/06/2019,16.9,,915,,915,,,,,,
05/06/2019,16.94,,70,,70,,,,,,
05/06/2019,16.96,,100,,100,,,,,,
05/06/2019,16.98,,150,,150,,,,,,
05/06/2019,17,,55189,,56953,,,,,,
05/06/2019,17.05,,1500,,1500,,,,,,
05/06/2019,17.1,,10013,,6464,,,,,,
05/06/2019,17.15,,630,,630,,,,,,
05/06/2019,17.18,,500,,500,,,,,,
05/06/2019,17.2,,3500,,3500,,,,,,
05/06/2019,17.22,,335,,335,,,,,,
05/06/2019,17.23,,200,,200,,,,,,
05/06/2019,17.25,,100,,100,,,,,,
05/06/2019,17.26,,86,,86,,,,,,
05/06/2019,17.3,,2500,,2800,,,,,,
05/06/2019,17.4,,3135,,3135,,,,,,
05/06/2019,17.42,,4594,,,,,,,,
05/06/2019,17.45,,520,,520,,,,,,
05/06/2019,17.5,,39430,,39430,,,,,,
05/06/2019,17.51,,,,50,,,,,,
05/06/2019,17.53,,1500,,1500,,,,,,
05/06/2019,17.55,,4250,,4400,,,,,,
05/06/2019,17.57,,1500,,1500,,,,,,
05/06/2019,17.59,,1500,,1500,,,,,,
05/06/2019,17.6,,6760,,6760,,,,,,
05/06/2019,17.61,,1500,,1500,,,,,,
05/06/2019,17.62,,28,,28,,,,,,
05/06/2019,17.63,,2063,,2063,,,,,,
05/06/2019,17.65,,2000,,2000,,,,,,
05/06/2019,17.67,,1500,,1500,,,,,,
05/06/2019,17.69,,1500,,1500,,,,,,
05/06/2019,17.7,,2625,,2625,,,,,,
05/06/2019,17.71,,1500,,1500,,,,,,
05/06/2019,17.73,,1500,,1500,,,,,,
05/06/2019,17.745,,4971,,,,,,,,
05/06/2019,17.75,,5700,,5700,,,,,,
05/06/2019,17.755,,200,,200,,,,,,
05/06/2019,17.77,,2700,,2700,,,,,,
05/06/2019,17.79,,1500,,1500,,,,,,
05/06/2019,17.8,,1390,,1390,,,,,,
05/06/2019,17.81,,1500,,1500,,,,,,
05/06/2019,17.815,,,35273,,,,,,,
05/06/2019,17.825,,,11244,,,,,,,
05/06/2019,17.83,,1500,,1500,,,,,,
05/06/2019,17.85,,1890,,1890,,,,,,
05/06/2019,17.87,,1500,,1500,,,,,,
05/06/2019,17.89,,4500,,4500,,,,,,
05/06/2019,17.9,,6372,,6372,,,,,,
05/06/2019,17.91,,1500,,1500,,,,,,
05/06/2019,17.93,,1250,,1250,,,,,,
05/06/2019,17.95,,8635,,8685,,,,,,
05/06/2019,17.97,,1250,,1250,,,,,,
05/06/2019,17.98,,600,,600,,,,,,
05/06/2019,17.99,,1370,,1370,,,,,,
05/06/2019,18,,53223,,55191,,,,,,
05/06/2019,18.01,,3972,,3972,,,,,,
05/06/2019,18.015,,111,,111,,,,,,
05/06/2019,18.03,,1700,,1700,,,,,,
05/06/2019,18.05,,9943,,9943,,,,,,
05/06/2019,18.06,,200,,14066,,,,,,
05/06/2019,18.07,,7543,,2050,,,,,,
05/06/2019,18.08,,250,,250,,,,,,
05/06/2019,18.09,,1500,,1500,,,,,,
05/06/2019,18.1,,8743,777,11470,,,,,,
05/06/2019,18.11,,1500,,1500,,,,,,
05/06/2019,18.14,,1500,,1500,,,,,,
05/06/2019,18.145,,,,178750,,,,,,
05/06/2019,18.15,,1000,,1000,,,,,,
05/06/2019,18.175,,2000,,2000,,,,,,
05/06/2019,18.18,,50,,50,,,,,,
05/06/2019,18.185,,,,9234,,,,,,
05/06/2019,18.19,,,39754,,,,,,,
05/06/2019,18.195,,,29545,,,,,,,
05/06/2019,18.2,,14045,18080,14045,,,,,,
05/06/2019,18.205,,2000,,2000,,,,,,
05/06/2019,18.21,,,2652,37255,,,,,,
05/06/2019,18.215,,1097,,10332,,,,,,
05/06/2019,18.23,,2000,,2000,,,,,,
05/06/2019,18.245,,,,7695,,,,,,
05/06/2019,18.25,,2000,,2000,,,,,,
05/06/2019,18.26,,2000,,35528,,,,,,
05/06/2019,18.27,,,,10735,,,,,,
05/06/2019,18.28,,,9778,,,,,,,
05/06/2019,18.3,,130,2284,18350,,,,,,
05/06/2019,18.305,,,,29804,,,,,,
05/06/2019,18.325,,50,,50,,,,,,
05/06/2019,18.33,,,,9196,,,,,,
05/06/2019,18.34,,70,,70,,,,,,
05/06/2019,18.345,,,,29803,,,,,,
05/06/2019,18.355,,,,9234,,,,,,
05/06/2019,18.36,,,,1570,,,,,,
05/06/2019,18.37,,,,1028,,,,,,
05/06/2019,18.375,,1781,29076,,,,,,,
05/06/2019,18.38,,,1995,,,,,,,
05/06/2019,18.385,,,3524,37500,,,,,,
05/06/2019,18.39,,,,1838,,,,,,
05/06/2019,18.405,,6021,,,,,,,,
05/06/2019,18.41,,,,9574,,,,,,
05/06/2019,18.415,,160,,160,,,,,,
05/06/2019,18.42,,,,1500,,,,,,
05/06/2019,18.425,,,,26078,,,,,,
05/06/2019,18.43,,109,484,449,,,,,,
05/06/2019,18.435,,,30838,,,,,,,
05/06/2019,18.44,,,,9235,,,,,,
05/06/2019,18.45,,,,1842,,,,,,
05/06/2019,18.46,,,,26078,,,,,,
05/06/2019,18.465,,,,12556,,,,,,
05/06/2019,18.47,,302,1557,8341,,,,,,
05/06/2019,18.48,,8040,5124,1500,,,,,,
05/06/2019,18.49,,,,344,,,,,,
05/06/2019,18.495,,,,37413,,,,,,
05/06/2019,18.5,,10086,28570,10196,,,,,,
05/06/2019,18.505,,10000,,,,,,,,
05/06/2019,18.51,,,,1846,,,,,,
05/06/2019,18.515,,,2062,12576,,,,,,
05/06/2019,18.525,,,,9235,,,,,,
05/06/2019,18.53,,,,27555,,,,,,
05/06/2019,18.535,,,,3261,,,,,,
05/06/2019,18.54,,5395,,1500,,,,,,
05/06/2019,18.545,,5931,,,,,,,,
05/06/2019,18.55,,1400,,1748,,,,,,
05/06/2019,18.555,,,,54,,,,,,
05/06/2019,18.56,,,,34431,,,,,,
05/06/2019,18.57,,,,6704,,,,,,
05/06/2019,18.575,,,,25265,,,,,,
05/06/2019,18.58,,,7640,,,,,,,
05/06/2019,18.585,,,,22353,,,,,,
05/06/2019,18.59,,,,1108,,,,,,
05/06/2019,18.6,,500,17869,4220,,,,,,
05/06/2019,18.605,,,,32195,,,,,,
05/06/2019,18.61,,,11864,5208,,,,,,
05/06/2019,18.615,,,6247,18163,,,,,,
05/06/2019,18.62,,1826,,774,,,,,,
05/06/2019,18.625,,1826,,,,,,,,
05/06/2019,18.63,,1860,,1853,,,,,,
05/06/2019,18.635,,1914,7695,43144,,,,,,
05/06/2019,18.64,,4897,,,,,,,,
05/06/2019,18.645,,8213,,20684,,,,,,
05/06/2019,18.65,,1914,,27461,,,,,,
05/06/2019,18.655,,1790,,5812,,,,,,
05/06/2019,18.66,,1844,6754,39952,,,,,,
05/06/2019,18.665,,1844,9235,779,,,,,,
05/06/2019,18.67,,3264,,23656,,,,,,
05/06/2019,18.675,,1878,581,5274,,,,,,
05/06/2019,18.68,,3195,,27940,,,,,,
05/06/2019,18.685,,1914,164,10450,,,,,,
05/06/2019,18.69,,1826,36297,51398,,,,,,
05/06/2019,18.695,,1826,9234,65833,,,,,,
05/06/2019,18.7,,25418,6000,60378,,,,,,
05/06/2019,18.705,,6867,9022,11443,,,,,,
05/06/2019,18.71,,8160,,18127,,,,,,
05/06/2019,18.715,,30926,,51938,,,,,,
05/06/2019,18.72,,9594,13696,16472,,,,,,
05/06/2019,18.725,,17192,517,27969,,,,,,
05/06/2019,18.73,,10643,,38031,,,,,,
05/06/2019,18.735,,10334,6000,47094,,,,,,
05/06/2019,18.74,,16349,11177,23581,,,,,,
05/06/2019,18.745,,12109,3725,39556,,,,,,
05/06/2019,18.75,,4134,19154,33260,,,,,,
05/06/2019,18.755,,7869,16975,8007,,,,,,
05/06/2019,18.76,2371,,20275,35800,,,,,,
05/06/2019,18.765,4783,,11767,6000,,,,,,
05/06/2019,18.77,13880,,29615,18400,,,,,,
05/06/2019,18.775,9441,,6259,6000,,,,,,
05/06/2019,18.78,14420,,89731,19874,,,,,,
05/06/2019,18.785,8590,,12247,7400,,,,,,
05/06/2019,18.79,20374,,40862,7700,,,,,,
05/06/2019,18.795,7976,,7451,1687,,,,,,
05/06/2019,18.8,20358,,38649,44460,,,,,,
05/06/2019,18.805,10464,,53229,3832,,,,,,
05/06/2019,18.81,3997,,20150,9244,,,,,,
05/06/2019,18.815,1826,,26493,5878,,,,,,
05/06/2019,18.82,11926,,1300,,,,,,,
05/06/2019,18.825,1844,,15885,,,,,,,
05/06/2019,18.83,1844,,29838,,,,,,,
05/06/2019,18.835,1844,,54372,,,,,,,
05/06/2019,18.84,1914,,14204,199,,,,,,
05/06/2019,18.845,3226,,88111,,,,,,,
05/06/2019,18.85,3252,,49677,,,,,,,
05/06/2019,18.855,1835,,35043,,,,,,,
05/06/2019,18.86,1843,,55289,2316,,,,,,
05/06/2019,18.865,1860,,43125,,,,,,,
05/06/2019,18.87,8195,,32731,,,,,,,
05/06/2019,18.875,4674,,45343,9781,,,,,,
05/06/2019,18.88,1486,,12670,,,,,,,
05/06/2019,18.885,1486,,29168,,,,,,,
05/06/2019,18.89,1486,,61563,16958,,,,,,
05/06/2019,18.895,,,30305,,,,,,,
05/06/2019,18.9,,,36115,,,,,,,
05/06/2019,18.905,,,3530,,,,,,,
05/06/2019,18.91,1136,,,,,,,,,
05/06/2019,18.915,,,2400,,,,,,,
05/06/2019,18.92,,,54690,,,,,,,
05/06/2019,18.925,,,26852,,,,,,,
05/06/2019,18.93,,,4855,,,,,,,
05/06/2019,18.935,,,2291,,,,,,,
05/06/2019,18.94,,,12504,4296,,,,,,
05/06/2019,18.945,,,7695,,,,,,,
05/06/2019,18.95,9500,,29262,,,,,,,
05/06/2019,18.96,,,20804,,,,,,,
05/06/2019,18.965,5931,,2378,,,,,,,
05/06/2019,18.97,1300,,6356,,,,,,,
05/06/2019,18.975,,,10396,,,,,,,
05/06/2019,18.98,35591,,72631,9404,,,,,,
05/06/2019,18.985,,,7273,,,,,,,
05/06/2019,18.99,10525,,525,,,,,,,
05/06/2019,18.995,,,280,,,,,,,
05/06/2019,19,88218,,108812,62380,,,,,,
05/06/2019,19.005,,,11334,,,,,,,
05/06/2019,19.01,,,280,,,,,,,
05/06/2019,19.015,,,26078,,,,,,,
05/06/2019,19.02,10000,,10000,,,,,,,
05/06/2019,19.025,1250,,1531,,,,,,,
05/06/2019,19.03,,,7696,11296,,,,,,
05/06/2019,19.035,,,5962,6063,,,,,,
05/06/2019,19.04,,,281,,,,,,,
05/06/2019,19.05,2500,,28578,,,,,,,
05/06/2019,19.055,,,282,,,,,,,
05/06/2019,19.06,,,9234,,,,,,,
05/06/2019,19.07,,,283,,,,,,,
