onbook_date,price,cont_vol_ask,cont_vol_bid,close_vol_ask,close_vol_bid,cum_ask,cum_bid,total,,difference,
28/03/2019,17.515,,2000,,2000,,,,,,
28/03/2019,17.535,,,5400,,,,,,,
28/03/2019,17.54,,2000,29056,2000,,,,,,
28/03/2019,17.55,,3100,,3100,,,,,,
28/03/2019,17.565,,2000,,2000,,,,,,
28/03/2019,17.57,,,32707,,,,,,,
28/03/2019,17.58,,1700,,1700,,,,,,
28/03/2019,17.59,,2000,4410,2000,,,,,,
28/03/2019,17.6,,9435,,9435,,,,,,
28/03/2019,17.615,,2000,,2000,,,,,,
28/03/2019,17.63,,550,,550,,,,,,
28/03/2019,17.64,,2000,,2000,,,,,,
28/03/2019,17.65,,3232,,3982,,,,,,
28/03/2019,17.665,,2000,,2000,,,,,,
28/03/2019,17.69,,2000,,2000,,,,,,
28/03/2019,17.7,,1565,,1565,,,,,,
28/03/2019,17.71,,1500,,1500,,,,,,
28/03/2019,17.735,,1500,,1500,,,,,,
28/03/2019,17.75,,1200,,1200,,,,,,
28/03/2019,17.76,,1500,,1500,,,,,,
28/03/2019,17.77,,1200,,1200,,,,,,
28/03/2019,17.785,,1500,,1500,,,,,,
28/03/2019,17.8,,3468,,3468,,,,,,
28/03/2019,17.81,,1500,,1500,,,,,,
28/03/2019,17.835,,1500,,1500,,,,,,
28/03/2019,17.85,,570,,570,,,,,,
28/03/2019,17.86,,1500,,1500,,,,,,
28/03/2019,17.885,,2059,,2059,,,,,,
28/03/2019,17.895,,,1480,,,,,,,
28/03/2019,17.9,,3119,,23858,,,,,,
28/03/2019,17.905,,,86785,,,,,,,
28/03/2019,17.91,,1500,82809,1500,,,,,,
28/03/2019,17.92,,,,46285,,,,,,
28/03/2019,17.925,,,1835,,,,,,,
28/03/2019,17.93,,,,17283,,,,,,
28/03/2019,17.935,,1500,,1500,,,,,,
28/03/2019,17.94,,,21235,,,,,,,
28/03/2019,17.945,,,1300,,,,,,,
28/03/2019,17.95,,6776,,6776,,,,,,
28/03/2019,17.955,,,,20739,,,,,,
28/03/2019,17.96,,1688,,1688,,,,,,
28/03/2019,17.965,,,,46284,,,,,,
28/03/2019,17.98,,1850,4208,1850,,,,,,
28/03/2019,17.985,,1500,,18783,,,,,,
28/03/2019,18,,50132,,53331,,,,,,
28/03/2019,18.01,,6661,,68542,,,,,,
28/03/2019,18.035,,1500,,1500,,,,,,
28/03/2019,18.04,,600,,17883,,,,,,
28/03/2019,18.05,,7875,,49016,,,,,,
28/03/2019,18.06,,3609,,8277,,,,,,
28/03/2019,18.065,,,,20739,,,,,,
28/03/2019,18.07,,,3049,,,,,,,
28/03/2019,18.085,,1500,,1500,,,,,,
28/03/2019,18.09,,,,41142,,,,,,
28/03/2019,18.095,,,,20739,,,,,,
28/03/2019,18.1,,38965,,40783,,,,,,
28/03/2019,18.11,,5710,,5710,,,,,,
28/03/2019,18.12,,,,321,,,,,,
28/03/2019,18.125,,,,17282,,,,,,
28/03/2019,18.13,,,,35999,,,,,,
28/03/2019,18.135,,1500,,1500,,,,,,
28/03/2019,18.14,,,,322,,,,,,
28/03/2019,18.15,,963,,21703,,,,,,
28/03/2019,18.16,,5000,,5325,,,,,,
28/03/2019,18.165,,,,35999,,,,,,
28/03/2019,18.17,,55,,55,,,,,,
28/03/2019,18.18,,9575,,20116,,,,,,
28/03/2019,18.185,,,2486,,,,,,,
28/03/2019,18.19,,300,,300,,,,,,
28/03/2019,18.195,,2000,,2000,,,,,,
28/03/2019,18.2,,22486,,54388,,,,,,
28/03/2019,18.205,,,,20739,,,,,,
28/03/2019,18.21,,3550,,3550,,,,,,
28/03/2019,18.22,,,,334,,,,,,
28/03/2019,18.225,,,,155806,,,,,,
28/03/2019,18.23,,1550,,32407,,,,,,
28/03/2019,18.235,,,,17283,,,,,,
28/03/2019,18.24,,15000,,16381,,,,,,
28/03/2019,18.25,,1753,,1753,,,,,,
28/03/2019,18.255,,6024,,,,,,,,
28/03/2019,18.26,,4500,,58630,,,,,,
28/03/2019,18.275,,,3062,3918,,,,,,
28/03/2019,18.28,,,17938,337,,,,,,
28/03/2019,18.29,,1500,,44496,,,,,,
28/03/2019,18.295,,5465,,18729,,,,,,
28/03/2019,18.3,,41050,,41389,,,,,,
28/03/2019,18.305,,,,21373,,,,,,
28/03/2019,18.31,,390,,1438,,,,,,
28/03/2019,18.315,,,,46453,,,,,,
28/03/2019,18.32,,1500,,39117,,,,,,
28/03/2019,18.33,,3012,,12886,,,,,,
28/03/2019,18.34,,,,34000,,,,,,
28/03/2019,18.345,,6719,,37069,,,,,,
28/03/2019,18.35,,6873,,32376,,,,,,
28/03/2019,18.355,,3849,,10000,,,,,,
28/03/2019,18.36,,9887,,34203,,,,,,
28/03/2019,18.365,,3725,,3315,,,,,,
28/03/2019,18.37,,3492,,36937,,,,,,
28/03/2019,18.375,,3496,,25431,,,,,,
28/03/2019,18.38,,17523,,60395,,,,,,
28/03/2019,18.385,,2885,,10686,,,,,,
28/03/2019,18.39,,2597,1534,4800,,,,,,
28/03/2019,18.395,,2375,,35274,,,,,,
28/03/2019,18.4,,13581,,53013,,,,,,
28/03/2019,18.405,,20347,,33349,,,,,,
28/03/2019,18.41,,6926,,11786,,,,,,
28/03/2019,18.415,,13799,,26545,,,,,,
28/03/2019,18.42,,24069,,54412,,,,,,
28/03/2019,18.425,,8744,,49111,,,,,,
28/03/2019,18.43,,13657,,24982,,,,,,
28/03/2019,18.435,97290,8291,,30967,,,,,,
28/03/2019,18.44,,14733,1372,15309,,,,,,
28/03/2019,18.445,,21967,,11562,,,,,,
28/03/2019,18.45,,9131,8493,33539,,,,,,
28/03/2019,18.455,,3336,,26351,,,,,,
28/03/2019,18.46,1155,,,16355,,,,,,
28/03/2019,18.465,7852,,9927,9707,,,,,,
28/03/2019,18.47,14921,,17781,17828,,,,,,
28/03/2019,18.475,12107,,,,,,,,,
28/03/2019,18.48,12163,,100089,2738,,,,,,
28/03/2019,18.485,14115,,3716,91032,,,,,,
28/03/2019,18.49,10325,,11560,16000,,,,,,
28/03/2019,18.495,13820,,25963,9300,,,,,,
28/03/2019,18.5,9429,,14568,23000,,,,,,
28/03/2019,18.505,14571,,1103,,,,,,,
28/03/2019,18.51,5903,,47592,10000,,,,,,
28/03/2019,18.515,4880,,8472,650,,,,,,
28/03/2019,18.52,3743,,58132,34636,,,,,,
28/03/2019,18.525,11230,,,62,,,,,,
28/03/2019,18.53,2664,,42710,,,,,,,
28/03/2019,18.535,2489,,30717,,,,,,,
28/03/2019,18.54,4072,,37740,,,,,,,
28/03/2019,18.545,4703,,13216,,,,,,,
28/03/2019,18.55,2521,,62056,,,,,,,
28/03/2019,18.555,3827,,13714,,,,,,,
28/03/2019,18.56,9117,,25787,,,,,,,
28/03/2019,18.565,2847,,39703,,,,,,,
28/03/2019,18.57,5705,,29250,245,,,,,,
28/03/2019,18.575,2445,,32223,12000,,,,,,
28/03/2019,18.58,1808,,29588,,,,,,,
28/03/2019,18.585,1608,,,,,,,,,
28/03/2019,18.59,1541,,21876,,,,,,,
28/03/2019,18.595,1397,,46453,38723,,,,,,
28/03/2019,18.6,660,,4571,,,,,,,
28/03/2019,18.605,1340,,17038,,,,,,,
28/03/2019,18.61,3418,,2400,,,,,,,
28/03/2019,18.62,12000,,57675,,,,,,,
28/03/2019,18.625,,,1720,8366,,,,,,
28/03/2019,18.63,,,14543,2236,,,,,,
28/03/2019,18.635,,,1326,1667,,,,,,
28/03/2019,18.64,,,2200,1497,,,,,,
28/03/2019,18.645,,,1124,13884,,,,,,
28/03/2019,18.65,,,51874,8676,,,,,,
28/03/2019,18.66,,,17362,,,,,,,
28/03/2019,18.665,6024,,281,,,,,,,
28/03/2019,18.67,2500,,3548,27500,,,,,,
28/03/2019,18.675,,,19483,,,,,,,
28/03/2019,18.68,,,31139,,,,,,,
28/03/2019,18.685,,,1067,,,,,,,
28/03/2019,18.695,,,1409,,,,,,,
28/03/2019,18.7,3000,,3000,,,,,,,
28/03/2019,18.705,,,20739,,,,,,,
28/03/2019,18.71,,,31140,,,,,,,
28/03/2019,18.715,,,386,,,,,,,
28/03/2019,18.725,,,286,,,,,,,
28/03/2019,18.73,,,17282,,,,,,,
28/03/2019,18.735,,,,43391,,,,,,
28/03/2019,18.74,,,1412,,,,,,,
28/03/2019,18.745,,,35999,37494,,,,,,
28/03/2019,18.75,,,2040,,,,,,,
28/03/2019,18.755,,,288,,,,,,,
28/03/2019,18.76,,,20740,,,,,,,
28/03/2019,18.77,,,288,,,,,,,
28/03/2019,18.78,,,35999,,,,,,,
28/03/2019,18.785,,,17572,,,,,,,
28/03/2019,18.8,2500,,2792,433,,,,,,
28/03/2019,18.815,,,21031,,,,,,,
28/03/2019,18.82,,,41142,167,,,,,,
28/03/2019,18.825,1453,,,75977,,,,,,
28/03/2019,18.83,1772,,294,,,,,,,
28/03/2019,18.835,,,,18192,,,,,,
28/03/2019,18.84,2000,,2000,11518,,,,,,
28/03/2019,18.845,,,20739,,,,,,,
28/03/2019,18.86,,,41141,,,,,,,
28/03/2019,18.87,,,17283,,,,,,,
28/03/2019,18.89,2000,,2000,,,,,,,
28/03/2019,18.9,,15934,61881,14852,,,,,,
28/03/2019,18.925,,,17283,,,,,,,
28/03/2019,18.94,2000,,2000,,,,,,,
28/03/2019,18.945,,,46285,,,,,,,
28/03/2019,18.955,,,20739,,,,,,,
28/03/2019,18.98,406,,17689,,,,,,,
28/03/2019,18.99,,,46284,52361,,,,,,
28/03/2019,18.995,1500,,1500,,,,,,,
28/03/2019,19,17067,,17067,,,,,,,
28/03/2019,19.005,,,,8115,,,,,,
28/03/2019,19.01,,,20739,38210,,,,,,
28/03/2019,19.015,,,,1506,,,,,,
28/03/2019,19.025,1500,,1500,,,,,,,
28/03/2019,19.035,,,,1989,,,,,,
28/03/2019,19.045,,,,13586,,,,,,
28/03/2019,19.05,500,,500,,,,,,,
28/03/2019,19.055,1500,,1500,,,,,,,
28/03/2019,19.07,,,,3538,,,,,,
28/03/2019,19.085,1500,,1500,,,,,,,
28/03/2019,19.1,9000,,9000,,,,,,,
28/03/2019,19.115,1500,,1500,,,,,,,
28/03/2019,19.145,1500,,1500,,,,,,,
28/03/2019,19.175,1500,,1500,,,,,,,
28/03/2019,19.185,,,,9514,,,,,,
28/03/2019,19.195,,,,1522,,,,,,
28/03/2019,19.2,1900,,1900,,,,,,,
28/03/2019,19.205,1500,,1500,,,,,,,
28/03/2019,19.235,1500,,1500,,,,,,,
28/03/2019,19.265,1500,,1500,,,,,,,
28/03/2019,19.28,400,,400,,,,,,,
28/03/2019,19.285,,,,30883,,,,,,
28/03/2019,19.29,,,,13252,,,,,,
28/03/2019,19.295,1500,,1500,,,,,,,
28/03/2019,19.3,2,,2,,,,,,,
28/03/2019,19.325,1500,,1500,,,,,,,
28/03/2019,19.35,1240,,1240,,,,,,,
28/03/2019,19.355,1500,,1500,,,,,,,
28/03/2019,19.38,,,,8142,,,,,,
28/03/2019,19.385,1500,,1500,,,,,,,
28/03/2019,19.39,3068,,3068,,,,,,,
28/03/2019,19.4,,,,8439,,,,,,
28/03/2019,19.415,1500,,1500,,,,,,,
28/03/2019,19.445,1500,,1500,,,,,,,
28/03/2019,19.45,800,,800,,,,,,,
28/03/2019,19.455,,,,196,,,,,,
28/03/2019,19.475,1500,,1500,,,,,,,
28/03/2019,19.5,6421,,6421,,,,,,,
28/03/2019,19.505,1500,,1500,,,,,,,
28/03/2019,19.535,1500,,1500,,,,,,,
28/03/2019,19.565,1500,,1500,,,,,,,
28/03/2019,19.585,2700,,2700,,,,,,,
28/03/2019,19.59,1500,,1500,,,,,,,
28/03/2019,19.6,900,,900,,,,,,,
28/03/2019,19.63,1500,,1500,,,,,,,
28/03/2019,19.65,1200,,1200,,,,,,,
28/03/2019,19.67,1500,,1500,,,,,,,
28/03/2019,19.69,3200,,3200,,,,,,,
28/03/2019,19.7,9584,,9584,,,,,,,
28/03/2019,19.71,1000,,1000,,,,,,,
28/03/2019,19.72,1500,,1500,,,,,,,
28/03/2019,19.74,1500,,1500,,,,,,,
28/03/2019,19.75,6100,,6100,,,,,,,
28/03/2019,19.77,1100,,1100,,,,,,,
28/03/2019,19.78,3447,,3447,,,,,,,
28/03/2019,19.8,5245,,5245,,,,,,,
28/03/2019,19.82,2600,,2600,,,,,,,
28/03/2019,19.84,2500,,2500,,,,,,,
28/03/2019,19.855,,,,5001,,,,,,
28/03/2019,19.86,1500,,1500,,,,,,,
28/03/2019,19.9,31550,,31550,,,,,,,
28/03/2019,19.92,1500,,1500,,,,,,,
28/03/2019,19.94,1500,,1500,,,,,,,
28/03/2019,19.95,6250,,6250,,,,,,,
28/03/2019,19.97,400,,400,,,,,,,
28/03/2019,19.98,1500,,1500,,,,,,,
28/03/2019,19.99,7340,,7340,,,,,,,
28/03/2019,20,17352,,17352,,,,,,,
28/03/2019,20.02,1500,,1500,,,,,,,
28/03/2019,20.05,1044,,1044,,,,,,,
28/03/2019,20.06,1500,,1500,,,,,,,
28/03/2019,20.07,5000,,5000,,,,,,,
28/03/2019,20.1,6740,,6740,,,,,,,
28/03/2019,20.14,1500,,1500,,,,,,,
28/03/2019,20.15,80,,80,,,,,,,
28/03/2019,20.18,2000,,2000,,,,,,,
28/03/2019,20.2,2025,,2025,667,,,,,,
28/03/2019,20.21,,,,850,,,,,,
28/03/2019,20.22,3300,,3300,,,,,,,
28/03/2019,20.25,4450,,4450,,,,,,,
28/03/2019,20.26,1500,,1500,,,,,,,
28/03/2019,20.27,4000,,4000,,,,,,,
28/03/2019,20.3,3667,,3667,,,,,,,
28/03/2019,20.32,,,,3545,,,,,,
28/03/2019,20.35,250,,250,,,,,,,
28/03/2019,20.4,3370,,3410,,,,,,,
28/03/2019,20.45,1400,,1400,,,,,,,
28/03/2019,20.46,,,255,,,,,,,
28/03/2019,20.47,2500,,2500,,,,,,,
28/03/2019,20.48,250,,250,,,,,,,
28/03/2019,20.49,2900,,2900,,,,,,,
28/03/2019,20.5,35806,,36243,,,,,,,
28/03/2019,20.52,2485,,2485,,,,,,,
28/03/2019,20.55,500,,500,,,,,,,
28/03/2019,20.6,10990,,10990,,,,,,,
28/03/2019,20.61,1000,,1000,,,,,,,
28/03/2019,20.65,70,,70,,,,,,,
28/03/2019,20.67,250,,250,,,,,,,
28/03/2019,20.7,722,,722,,,,,,,
28/03/2019,20.78,240,,240,,,,,,,
28/03/2019,20.8,5720,,5720,,,,,,,
28/03/2019,20.82,465,,465,,,,,,,
28/03/2019,20.83,2000,,2000,,,,,,,
28/03/2019,20.85,2400,,2400,,,,,,,
28/03/2019,20.88,3000,,3000,,,,,,,
28/03/2019,20.9,6003,,6003,,,,,,,
28/03/2019,20.92,5000,,5000,,,,,,,
28/03/2019,20.94,445,,445,,,,,,,
28/03/2019,20.95,44035,,44035,,,,,,,
28/03/2019,20.98,100,,100,,,,,,,
28/03/2019,21,55703,,56151,,,,,,,
28/03/2019,21.05,475,,475,,,,,,,
28/03/2019,21.1,103100,,103100,,,,,,,
28/03/2019,21.15,80,,80,,,,,,,
28/03/2019,21.2,15929,,15929,,,,,,,
28/03/2019,21.3,1875,,1875,,,,,,,
28/03/2019,21.32,200,,200,,,,,,,
28/03/2019,21.33,500,,500,,,,,,,
28/03/2019,21.4,6000,,6000,,,,,,,
28/03/2019,21.41,300,,300,,,,,,,
28/03/2019,21.42,175,,175,,,,,,,
28/03/2019,21.44,2400,,2400,,,,,,,
28/03/2019,21.45,300,,300,,,,,,,
28/03/2019,21.5,63617,,72382,,,,,,,
28/03/2019,21.58,300,,300,,,,,,,
28/03/2019,21.6,200,,200,,,,,,,
28/03/2019,21.65,710,,1000,,,,,,,
28/03/2019,21.7,2000,,2000,,,,,,,
28/03/2019,21.72,161,,161,,,,,,,
28/03/2019,21.74,15000,,15000,,,,,,,
28/03/2019,21.75,5000,,5000,,,,,,,
28/03/2019,21.8,2090,,2090,,,,,,,
28/03/2019,21.9,3450,,3450,,,,,,,
28/03/2019,21.92,178,,178,,,,,,,
28/03/2019,21.94,396,,396,,,,,,,
28/03/2019,22,87050,,90199,,,,,,,
28/03/2019,22.02,227,,227,,,,,,,
28/03/2019,22.05,7500,,7500,,,,,,,
28/03/2019,22.1,464,,464,,,,,,,
28/03/2019,22.15,3580,,3580,,,,,,,
28/03/2019,22.17,1500,,1500,,,,,,,
28/03/2019,22.2,6570,,6850,,,,,,,
28/03/2019,22.24,1000,,1000,,,,,,,
28/03/2019,22.25,200,,200,,,,,,,
28/03/2019,22.3,1180,,1180,,,,,,,
28/03/2019,22.35,730,,730,,,,,,,
28/03/2019,22.4,3050,,3050,,,,,,,
28/03/2019,22.5,36168,,36458,,,,,,,
28/03/2019,22.55,500,,500,,,,,,,
28/03/2019,22.59,500,,500,,,,,,,
28/03/2019,22.6,200,,200,,,,,,,
28/03/2019,22.65,400,,400,,,,,,,
28/03/2019,22.75,13100,,13100,,,,,,,
28/03/2019,22.8,7160,,7160,,,,,,,
28/03/2019,22.87,300,,300,,,,,,,
28/03/2019,22.9,10547,,10800,,,,,,,
28/03/2019,22.95,80,,80,,,,,,,
28/03/2019,22.98,450,,450,,,,,,,
28/03/2019,22.99,450,,450,,,,,,,
28/03/2019,23,55178,,55726,,,,,,,
28/03/2019,23.05,21,,21,,,,,,,
28/03/2019,23.06,200,,200,,,,,,,
28/03/2019,23.1,750,,750,,,,,,,
28/03/2019,23.11,67,,67,,,,,,,
28/03/2019,23.15,185,,185,,,,,,,
28/03/2019,23.2,933,,933,,,,,,,
28/03/2019,23.25,80,,80,,,,,,,
28/03/2019,23.29,3205,,3205,,,,,,,
28/03/2019,23.3,1722,,1722,,,,,,,
28/03/2019,23.33,1100,,1100,,,,,,,
28/03/2019,23.4,754,,754,,,,,,,
28/03/2019,23.45,3160,,3160,,,,,,,
28/03/2019,23.46,370,,370,,,,,,,
28/03/2019,23.5,23726,,23726,,,,,,,
28/03/2019,23.54,248,,248,,,,,,,
28/03/2019,23.55,10350,,10850,,,,,,,
28/03/2019,23.6,630,,630,,,,,,,
28/03/2019,23.62,1000,,1000,,,,,,,
28/03/2019,23.63,318,,318,,,,,,,
28/03/2019,23.68,,,40,,,,,,,
28/03/2019,23.7,220,,423,,,,,,,
28/03/2019,23.75,692,,692,,,,,,,
28/03/2019,23.78,200,,200,,,,,,,
28/03/2019,23.8,9783,,9783,,,,,,,
28/03/2019,23.9,9050,,9050,,,,,,,
28/03/2019,23.95,1646,,1646,,,,,,,
28/03/2019,23.99,1400,,1400,,,,,,,
28/03/2019,24,58429,,60009,,,,,,,
28/03/2019,24.1,525,,525,,,,,,,
28/03/2019,24.12,90,,90,,,,,,,
28/03/2019,24.15,500,,500,,,,,,,
28/03/2019,24.2,4100,,4100,,,,,,,
28/03/2019,24.3,780,,780,,,,,,,
28/03/2019,24.4,500,,500,,,,,,,
28/03/2019,24.5,2620,,2620,,,,,,,
28/03/2019,24.51,800,,800,,,,,,,
28/03/2019,24.56,1500,,1500,,,,,,,
28/03/2019,24.6,240,,240,,,,,,,
28/03/2019,24.65,2000,,2000,,,,,,,
28/03/2019,24.7,500,,500,,,,,,,
28/03/2019,24.75,2680,,2680,,,,,,,
28/03/2019,24.78,4050,,4050,,,,,,,
28/03/2019,24.8,5404,,5404,,,,,,,
28/03/2019,24.84,200,,200,,,,,,,
28/03/2019,24.85,1000,,1000,,,,,,,
28/03/2019,24.88,2550,,2550,,,,,,,
28/03/2019,24.9,3504,,3504,,,,,,,
28/03/2019,24.92,434,,434,,,,,,,
28/03/2019,24.95,453,,453,,,,,,,
28/03/2019,24.98,200,,200,,,,,,,
28/03/2019,24.99,300,,300,,,,,,,
28/03/2019,25,104687,,105526,,,,,,,
28/03/2019,25.03,220,,220,,,,,,,
28/03/2019,25.2,6020,,6020,,,,,,,
28/03/2019,25.25,1420,,2000,,,,,,,
28/03/2019,25.3,450,,450,,,,,,,
28/03/2019,25.35,440,,440,,,,,,,
28/03/2019,25.4,180,,180,,,,,,,
28/03/2019,25.5,18320,,18320,,,,,,,
28/03/2019,25.58,100,,100,,,,,,,
28/03/2019,25.6,5580,,5580,,,,,,,
28/03/2019,25.74,10000,,10000,,,,,,,
28/03/2019,25.77,470,,470,,,,,,,
28/03/2019,25.8,415,,415,,,,,,,
28/03/2019,25.9,295580,,295580,,,,,,,
28/03/2019,25.96,293,,293,,,,,,,
28/03/2019,26,23545,,23545,,,,,,,
28/03/2019,26.3,1000,,1000,,,,,,,
28/03/2019,26.4,1000,,1000,,,,,,,
28/03/2019,26.5,5571,,5571,,,,,,,
28/03/2019,26.7,11096,,11676,,,,,,,
28/03/2019,26.77,13600,,13600,,,,,,,
28/03/2019,26.8,1000,,1000,,,,,,,
28/03/2019,26.85,450,,450,,,,,,,
28/03/2019,26.89,1600,,1600,,,,,,,
28/03/2019,26.9,61000,,61000,,,,,,,
28/03/2019,26.94,22,,22,,,,,,,
28/03/2019,26.95,1440,,1440,,,,,,,
28/03/2019,26.99,500,,500,,,,,,,
28/03/2019,27,14249,,14249,,,,,,,
28/03/2019,27.02,3500,,3500,,,,,,,
28/03/2019,27.04,720,,720,,,,,,,
28/03/2019,27.1,4100,,4100,,,,,,,
28/03/2019,27.15,3810,,3810,,,,,,,
28/03/2019,27.17,1500,,1500,,,,,,,
28/03/2019,27.24,3600,,3600,,,,,,,
28/03/2019,27.25,645,,645,,,,,,,
28/03/2019,27.27,400,,400,,,,,,,
28/03/2019,27.5,18498,,18498,,,,,,,
28/03/2019,27.55,500,,500,,,,,,,
28/03/2019,27.8,1105,,1105,,,,,,,
28/03/2019,27.9,2591,,2591,,,,,,,
28/03/2019,27.95,2746,,2746,,,,,,,
28/03/2019,28,10466,,10466,,,,,,,
28/03/2019,28.1,2000,,2000,,,,,,,
28/03/2019,28.15,1000,,1000,,,,,,,
28/03/2019,28.4,250,,250,,,,,,,
28/03/2019,28.45,4200,,4200,,,,,,,
28/03/2019,28.5,9075,,9075,,,,,,,
28/03/2019,28.75,1000,,1000,,,,,,,
28/03/2019,28.8,6000,,6000,,,,,,,
28/03/2019,28.9,300,,300,,,,,,,
28/03/2019,28.95,1000,,1000,,,,,,,
28/03/2019,29,473,,473,,,,,,,
28/03/2019,29.1,2890,,2890,,,,,,,
28/03/2019,29.35,4000,,4000,,,,,,,
28/03/2019,29.5,560,,560,,,,,,,
28/03/2019,29.9,680,,680,,,,,,,
28/03/2019,29.95,2340,,2340,,,,,,,
28/03/2019,30,15765,,15765,,,,,,,
28/03/2019,30.1,350,,350,,,,,,,
28/03/2019,31,7525,,7525,,,,,,,
28/03/2019,31.17,200,,200,,,,,,,
28/03/2019,31.5,150,,150,,,,,,,
28/03/2019,31.9,20,,20,,,,,,,
28/03/2019,32,456,,456,,,,,,,
28/03/2019,32.2,300,,300,,,,,,,
28/03/2019,33,3035,,3035,,,,,,,
28/03/2019,34,700,,700,,,,,,,
28/03/2019,35,560,,560,,,,,,,
28/03/2019,35.5,1500,,1500,,,,,,,
28/03/2019,36,666,,666,,,,,,,
28/03/2019,39.5,500,,500,,,,,,,
28/03/2019,39.99,242,,242,,,,,,,
28/03/2019,42.7,15,,15,,,,,,,
28/03/2019,46,25,,25,,,,,,,
28/03/2019,60,1,,1,,,,,,,
28/03/2019,65,1680,,1680,,,,,,,
28/03/2019,88,8,,8,,,,,,,
28/03/2019,126.5,175,,175,,,,,,,
29/03/2019,0,52256,176945,1554936,1179429,,,,,,
29/03/2019,8.33,,60,,60,,,,,,
29/03/2019,10,,150,,150,,,,,,
29/03/2019,11.5,,1500,,1500,,,,,,
29/03/2019,12.25,,220,,220,,,,,,
29/03/2019,12.5,,40,,40,,,,,,
29/03/2019,12.55,,3000,,3000,,,,,,
29/03/2019,13,,4600,,4600,,,,,,
29/03/2019,13.2,,1000,,1000,,,,,,
29/03/2019,13.4,,650,,650,,,,,,
29/03/2019,14,,1400,,1400,,,,,,
29/03/2019,14.5,,7700,,7700,,,,,,
29/03/2019,14.55,,3000,,3000,,,,,,
29/03/2019,14.7,,700,,700,,,,,,
29/03/2019,14.8,,150,,150,,,,,,
29/03/2019,14.9,,500,,500,,,,,,
29/03/2019,15,,7201,,7201,,,,,,
29/03/2019,15.1,,11000,,11000,,,,,,
29/03/2019,15.34,,100,,100,,,,,,
29/03/2019,15.5,,650,,650,,,,,,
29/03/2019,15.51,,1000,,1000,,,,,,
29/03/2019,15.6,,128,,128,,,,,,
29/03/2019,15.85,,6000,,6000,,,,,,
29/03/2019,15.93,,18,,18,,,,,,
29/03/2019,16,,44650,,44650,,,,,,
29/03/2019,16.01,,1000,,1000,,,,,,
29/03/2019,16.05,,2000,,2000,,,,,,
29/03/2019,16.06,,500,,500,,,,,,
29/03/2019,16.17,,618,,618,,,,,,
29/03/2019,16.18,,500,,630,,,,,,
29/03/2019,16.3,,865,,865,,,,,,
29/03/2019,16.4,,1180,,1180,,,,,,
29/03/2019,16.45,,1000,,1000,,,,,,
29/03/2019,16.5,,8230,,8230,,,,,,
29/03/2019,16.51,,100,,100,,,,,,
29/03/2019,16.61,,120,,200,,,,,,
29/03/2019,16.62,,120,,120,,,,,,
29/03/2019,16.635,,,10679,,,,,,,
29/03/2019,16.7,,1848,,1848,,,,,,
29/03/2019,16.8,,230,,261,,,,,,
29/03/2019,16.85,,2000,,2000,,,,,,
29/03/2019,16.9,,,,750,,,,,,
29/03/2019,16.98,,600,,600,,,,,,
29/03/2019,17,,39518,,42678,,,,,,
29/03/2019,17.05,,1000,2216,1000,,,,,,
29/03/2019,17.07,,500,,500,,,,,,
29/03/2019,17.1,,6164,,6164,,,,,,
29/03/2019,17.15,,350,,350,,,,,,
29/03/2019,17.2,,200,,200,,,,,,
29/03/2019,17.215,,2000,,2000,,,,,,
29/03/2019,17.22,,495,,495,,,,,,
29/03/2019,17.24,,2000,,2000,,,,,,
29/03/2019,17.265,,2000,,2000,,,,,,
29/03/2019,17.27,,170,,170,,,,,,
29/03/2019,17.29,,2000,,2000,,,,,,
29/03/2019,17.3,,1433,,1433,,,,,,
29/03/2019,17.315,,2000,,2000,,,,,,
29/03/2019,17.34,,2000,,2000,,,,,,
29/03/2019,17.365,,2000,,2000,,,,,,
29/03/2019,17.39,,2000,,2000,,,,,,
29/03/2019,17.4,,2275,,2275,,,,,,
29/03/2019,17.41,,570,,570,,,,,,
29/03/2019,17.415,,2000,,2000,,,,,,
29/03/2019,17.44,,2000,,2000,,,,,,
29/03/2019,17.45,,120,,120,,,,,,
29/03/2019,17.465,,2000,,2000,,,,,,
29/03/2019,17.49,,2000,,2000,,,,,,
29/03/2019,17.5,,49755,,50405,,,,,,
29/03/2019,17.51,,50,,50,,,,,,
29/03/2019,17.515,,2000,,2000,,,,,,
29/03/2019,17.54,,2000,,2000,,,,,,
29/03/2019,17.55,,3100,,3100,,,,,,
29/03/2019,17.565,,2000,,2000,,,,,,
29/03/2019,17.58,,1700,,1700,,,,,,
29/03/2019,17.59,,2000,,2000,,,,,,
29/03/2019,17.6,,9230,,9230,,,,,,
29/03/2019,17.615,,2000,,2000,,,,,,
29/03/2019,17.63,,550,,550,,,,,,
29/03/2019,17.635,,,20098,,,,,,,
29/03/2019,17.64,,2000,,2000,,,,,,
29/03/2019,17.65,,3982,,3982,,,,,,
29/03/2019,17.665,,2000,,2000,,,,,,
29/03/2019,17.67,,,8814,,,,,,,
29/03/2019,17.69,,2000,,2000,,,,,,
29/03/2019,17.7,,1565,,1565,,,,,,
29/03/2019,17.71,,1500,,1500,,,,,,
29/03/2019,17.735,,1500,,1500,,,,,,
29/03/2019,17.75,,1200,,1200,,,,,,
29/03/2019,17.76,,1500,,1500,,,,,,
29/03/2019,17.77,,1200,,1200,,,,,,
29/03/2019,17.775,,,28015,,,,,,,
